epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1386.65,0.6697,2.97739,1.61482,0.99447,0.97851,0.98953,0.94984,0.3984,1.54956,1.38799,0.00848078,0.00848078,0.00848078
43,1419.53,0.67027,2.99708,1.6154,0.99298,0.97776,0.98887,0.95418,0.37722,1.53796,1.38174,0.00841006,0.00841006,0.00841006
44,1452.46,0.66493,2.9704,1.60807,0.9928,0.97868,0.9894,0.95734,0.35219,1.48673,1.37483,0.00833805,0.00833805,0.00833805
45,1485.63,0.66839,2.99068,1.60937,0.99425,0.97549,0.98935,0.95835,0.35101,1.47077,1.37639,0.00826477,0.00826477,0.00826477
46,1518.51,0.67072,2.99169,1.61196,0.99167,0.98097,0.98995,0.95563,0.36332,1.50125,1.37712,0.00819025,0.00819025,0.00819025
47,1551.58,0.66389,2.96139,1.60917,0.99389,0.97807,0.98913,0.95432,0.38117,1.51678,1.38315,0.00811452,0.00811452,0.00811452
48,1584.47,0.66733,2.95868,1.60876,0.99453,0.98141,0.9897,0.95742,0.36051,1.47288,1.3785,0.0080376,0.0080376,0.0080376
49,1617.47,0.66316,2.95475,1.60776,0.99358,0.97889,0.98992,0.96041,0.34769,1.44566,1.37474,0.00795954,0.00795954,0.00795954
50,1650.49,0.66116,2.93323,1.60285,0.99507,0.98042,0.98988,0.95732,0.34304,1.44297,1.37363,0.00788035,0.00788035,0.00788035
51,1683.34,0.66345,2.93042,1.5989,0.99223,0.98163,0.98958,0.95994,0.35321,1.46278,1.37145,0.00780007,0.00780007,0.00780007
52,1716.32,0.65794,2.89902,1.60612,0.99323,0.98259,0.98948,0.95867,0.3368,1.41958,1.37356,0.00771873,0.00771873,0.00771873
53,1749.42,0.6627,2.91793,1.60881,0.99344,0.98041,0.98994,0.95883,0.33655,1.42816,1.37199,0.00763637,0.00763637,0.00763637
54,1781.98,0.66193,2.92855,1.60751,0.99395,0.97985,0.98938,0.95921,0.33784,1.43075,1.37237,0.007553,0.007553,0.007553
55,1814.66,0.6556,2.89916,1.60862,0.99374,0.98064,0.98887,0.95879,0.33615,1.43463,1.37371,0.00746868,0.00746868,0.00746868
56,1847.59,0.65681,2.88846,1.59989,0.99389,0.98013,0.9899,0.95556,0.35952,1.44812,1.37282,0.00738341,0.00738341,0.00738341
57,1880.82,0.65547,2.89798,1.60207,0.99406,0.97926,0.98928,0.95961,0.33994,1.41551,1.3688,0.00729725,0.00729725,0.00729725
58,1913.65,0.65606,2.87067,1.59742,0.99496,0.97949,0.98932,0.95913,0.33623,1.41629,1.36625,0.00721023,0.00721023,0.00721023
59,1946.42,0.6572,2.8762,1.60073,0.99404,0.9806,0.98897,0.96096,0.34048,1.41875,1.36859,0.00712237,0.00712237,0.00712237
60,1979.29,0.65676,2.86486,1.60404,0.99556,0.98051,0.98961,0.96179,0.33477,1.40124,1.36979,0.00703371,0.00703371,0.00703371
61,2012.05,0.65484,2.8779,1.60277,0.99526,0.97944,0.98892,0.96041,0.33556,1.3984,1.36725,0.00694428,0.00694428,0.00694428
62,2045.14,0.6525,2.86373,1.60041,0.99523,0.98025,0.98888,0.96111,0.3297,1.40878,1.36725,0.00685413,0.00685413,0.00685413
