epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1236.05,0.80944,2.07932,1.23282,0.55469,0.94465,0.6987,0.67723,0.23365,5951.18,0.59178,0.00893732,0.00893732,0.00893732
36,1271.31,0.80168,2.06458,1.231,0.55964,0.93827,0.73579,0.70143,0.28398,6207.59,0.59979,0.0088764,0.0088764,0.0088764
37,1306.76,0.80843,2.08397,1.23745,0.5644,0.93234,0.74992,0.72235,0.26518,6022.8,0.59812,0.00881401,0.00881401,0.00881401
38,1342.21,0.81051,2.09187,1.23371,0.55242,0.94594,0.70159,0.68315,0.23475,5960.68,0.59104,0.00875017,0.00875017,0.00875017
39,1377.6,0.80385,2.07351,1.2361,0.54718,0.94155,0.70341,0.68426,0.23738,6127.26,0.59279,0.0086849,0.0086849,0.0086849
40,1412.77,0.80285,2.06504,1.23534,0.55248,0.93679,0.7157,0.6977,0.23106,6107.81,0.59137,0.00861823,0.00861823,0.00861823
41,1448.14,0.80098,2.06484,1.23537,0.54549,0.94554,0.68653,0.67048,0.2242,6151.24,0.5927,0.00855018,0.00855018,0.00855018
42,1483.54,0.80873,2.06757,1.23187,0.54678,0.94962,0.65524,0.63849,0.23061,6319.66,0.58806,0.00848078,0.00848078,0.00848078
43,1519.03,0.79556,2.02498,1.2299,0.55118,0.94497,0.6772,0.66169,0.21605,6290.28,0.58821,0.00841006,0.00841006,0.00841006
44,1554.57,0.80028,2.04174,1.22948,0.54814,0.94437,0.71275,0.69655,0.22302,6274.96,0.58664,0.00833805,0.00833805,0.00833805
45,1589.91,0.79825,2.02427,1.2295,0.5448,0.95517,0.69576,0.67939,0.22071,6211.01,0.58773,0.00826477,0.00826477,0.00826477
46,1625.29,0.80148,2.05063,1.23503,0.57069,0.93442,0.73674,0.7195,0.23079,6243.1,0.59074,0.00819025,0.00819025,0.00819025
47,1660.86,0.7956,2.02714,1.23064,0.5449,0.9465,0.69625,0.68082,0.21661,6342.39,0.58889,0.00811452,0.00811452,0.00811452
48,1696.32,0.79704,2.03514,1.23192,0.55079,0.94595,0.71325,0.69691,0.22313,6197.15,0.58943,0.0080376,0.0080376,0.0080376
49,1731.7,0.79208,2.00625,1.22607,0.56652,0.94356,0.73585,0.7187,0.21925,6271.22,0.58777,0.00795954,0.00795954,0.00795954
50,1766.98,0.79308,2.0173,1.22974,0.55826,0.93998,0.73855,0.72233,0.21944,6328.75,0.58918,0.00788035,0.00788035,0.00788035
51,1802.45,0.79589,2.00866,1.22898,0.54524,0.94564,0.72761,0.71302,0.21661,6371.38,0.58803,0.00780007,0.00780007,0.00780007
52,1837.76,0.78728,1.99738,1.23054,0.54275,0.94344,0.71151,0.69549,0.22186,6370.98,0.5904,0.00771873,0.00771873,0.00771873
53,1873.15,0.79472,2.01472,1.22976,0.54576,0.94699,0.70895,0.69404,0.22481,6255.07,0.58926,0.00763637,0.00763637,0.00763637
54,1908.37,0.79042,1.98618,1.22866,0.53977,0.94447,0.68367,0.66817,0.22008,6410.68,0.58757,0.007553,0.007553,0.007553
55,1943.67,0.78758,1.99309,1.22613,0.54585,0.94988,0.70805,0.69327,0.21971,6325.42,0.5886,0.00746868,0.00746868,0.00746868
56,1978.93,0.78684,1.99287,1.22601,0.5559,0.94168,0.73958,0.72365,0.22072,6367.22,0.58838,0.00738341,0.00738341,0.00738341
57,2014.34,0.78634,1.98123,1.23033,0.54904,0.94973,0.72984,0.71412,0.20982,6354.4,0.589,0.00729725,0.00729725,0.00729725
58,2049.63,0.78641,1.99584,1.23124,0.54348,0.95097,0.72926,0.7145,0.21717,6291.5,0.58947,0.00721023,0.00721023,0.00721023
59,2085.17,0.78266,1.97316,1.22727,0.5507,0.94767,0.72418,0.70922,0.21654,6318.38,0.58824,0.00712237,0.00712237,0.00712237
60,2120.63,0.78104,1.96307,1.22566,0.54883,0.94821,0.72995,0.71512,0.21398,6305.13,0.58747,0.00703371,0.00703371,0.00703371
61,2155.91,0.78275,1.97172,1.22664,0.54444,0.95008,0.70867,0.69497,0.20956,6406.11,0.58654,0.00694428,0.00694428,0.00694428
62,2191.23,0.77921,1.9603,1.22403,0.54283,0.94689,0.714,0.70028,0.20671,6450.8,0.58594,0.00685413,0.00685413,0.00685413
63,2226.56,0.77488,1.94209,1.22357,0.54387,0.94787,0.68597,0.67172,0.20592,6549.29,0.58608,0.00676328,0.00676328,0.00676328
64,2261.8,0.77705,1.94551,1.22177,0.54846,0.94665,0.70846,0.69432,0.20522,6510.39,0.58539,0.00667177,0.00667177,0.00667177
65,2297.1,0.7784,1.95846,1.22411,0.54231,0.94787,0.68336,0.66953,0.20634,6506.26,0.58518,0.00657963,0.00657963,0.00657963
66,2332.32,0.77171,1.93454,1.22263,0.54839,0.94874,0.69881,0.68494,0.20551,6450.39,0.58543,0.00648691,0.00648691,0.00648691
67,2367.63,0.77272,1.94479,1.22262,0.54802,0.94812,0.7146,0.70141,0.20029,6525.7,0.58463,0.00639363,0.00639363,0.00639363
68,2403.12,0.77372,1.94233,1.22183,0.54909,0.94795,0.71443,0.70163,0.1985,6507.9,0.5843,0.00629983,0.00629983,0.00629983
69,2438.46,0.76683,1.92406,1.21723,0.55577,0.95039,0.73579,0.7229,0.19959,6524.45,0.58339,0.00620555,0.00620555,0.00620555
70,2473.69,0.76479,1.92152,1.21624,0.54963,0.95314,0.72441,0.71193,0.19908,6560.04,0.58319,0.00611083,0.00611083,0.00611083
71,2509.08,0.77321,1.92298,1.22017,0.5413,0.9544,0.70831,0.69599,0.1992,6569.97,0.58304,0.0060157,0.0060157,0.0060157
72,2544.15,0.76376,1.90623,1.21894,0.54299,0.95275,0.70065,0.68814,0.20207,6544.32,0.58421,0.00592019,0.00592019,0.00592019
73,2579.45,0.7695,1.90755,1.21809,0.54605,0.95275,0.71016,0.69777,0.20266,6530.25,0.58404,0.00582435,0.00582435,0.00582435
74,2614.86,0.76314,1.90843,1.21726,0.55714,0.95174,0.73547,0.72319,0.19902,6492.16,0.58307,0.00572821,0.00572821,0.00572821
75,2650.17,0.76531,1.91133,1.21616,0.55948,0.95165,0.73829,0.72569,0.19953,6484.29,0.58328,0.00563181,0.00563181,0.00563181
76,2685.61,0.76671,1.90732,1.21849,0.5579,0.94847,0.7344,0.72208,0.20005,6465.67,0.58351,0.00553518,0.00553518,0.00553518
77,2720.8,0.76579,1.90529,1.21729,0.55271,0.94869,0.72008,0.70756,0.20064,6545.54,0.58311,0.00543837,0.00543837,0.00543837
78,2756.29,0.7577,1.88791,1.22085,0.55149,0.94934,0.71069,0.69756,0.20386,6601,0.58441,0.00534141,0.00534141,0.00534141
79,2791.83,0.76176,1.8824,1.22023,0.54859,0.95143,0.7091,0.69609,0.20247,6621.28,0.58415,0.00524434,0.00524434,0.00524434
80,2827.25,0.75661,1.86462,1.21273,0.54852,0.95178,0.70681,0.69382,0.20106,6688.74,0.58264,0.00514719,0.00514719,0.00514719
81,2862.42,0.75502,1.86008,1.21606,0.54842,0.95331,0.71157,0.6991,0.20031,6683.77,0.58338,0.00505,0.00505,0.00505
82,2897.65,0.76099,1.87218,1.21971,0.55034,0.95159,0.71245,0.70019,0.19996,6678.8,0.58317,0.00495281,0.00495281,0.00495281
83,2933.18,0.7622,1.8696,1.21668,0.55222,0.95284,0.7146,0.70197,0.1977,6675.06,0.58258,0.00485566,0.00485566,0.00485566
84,2968.5,0.75537,1.85695,1.21666,0.55159,0.9535,0.71617,0.70291,0.1987,6680.86,0.58282,0.00475859,0.00475859,0.00475859
85,3003.98,0.75163,1.84568,1.21416,0.55201,0.95472,0.71675,0.70363,0.19903,6708.18,0.58281,0.00466163,0.00466163,0.00466163
86,3039.36,0.74831,1.83064,1.2116,0.55321,0.95358,0.72368,0.71059,0.19823,6738.39,0.58244,0.00456482,0.00456482,0.00456482
87,3074.54,0.74488,1.82438,1.21567,0.5532,0.95356,0.72643,0.71372,0.19863,6715.63,0.58272,0.00446819,0.00446819,0.00446819
88,3109.8,0.74558,1.83529,1.21328,0.55263,0.953,0.72938,0.71681,0.19884,6735.49,0.58266,0.00437179,0.00437179,0.00437179
89,3145.26,0.74744,1.8295,1.21097,0.55201,0.95413,0.73302,0.72033,0.199,6759.91,0.58252,0.00427565,0.00427565,0.00427565
90,3180.53,0.74341,1.82461,1.21271,0.55214,0.95484,0.73025,0.71771,0.19881,6782.26,0.58285,0.00417981,0.00417981,0.00417981
91,3215.71,0.74505,1.81875,1.21036,0.55193,0.95505,0.7265,0.7136,0.19935,6783.5,0.58263,0.0040843,0.0040843,0.0040843
92,3251,0.74671,1.82142,1.21509,0.5499,0.95653,0.72662,0.71395,0.19945,6807.92,0.58285,0.00398917,0.00398917,0.00398917
93,3286.26,0.74456,1.81757,1.21022,0.55039,0.95644,0.7301,0.71706,0.20061,6826.95,0.58253,0.00389445,0.00389445,0.00389445
94,3321.51,0.74539,1.81828,1.21196,0.54959,0.95554,0.72965,0.71624,0.20147,6845.16,0.58263,0.00380017,0.00380017,0.00380017
95,3356.58,0.73387,1.79065,1.20824,0.54799,0.95609,0.72416,0.71095,0.2013,6854.27,0.58248,0.00370637,0.00370637,0.00370637
96,3391.81,0.74082,1.80188,1.2104,0.54735,0.95423,0.72243,0.70921,0.20015,6885.72,0.5822,0.00361309,0.00361309,0.00361309
97,3427.14,0.73567,1.78002,1.20744,0.54518,0.95557,0.72067,0.70761,0.19971,6889.86,0.58244,0.00352037,0.00352037,0.00352037
98,3462.38,0.73279,1.76617,1.20688,0.54464,0.95616,0.72356,0.71088,0.19846,6876.62,0.58223,0.00342823,0.00342823,0.00342823
99,3497.75,0.73715,1.77746,1.2107,0.54594,0.95594,0.72441,0.71174,0.19743,6884.9,0.5822,0.00333672,0.00333672,0.00333672
100,3533.01,0.73212,1.77311,1.20881,0.54534,0.95607,0.72273,0.71029,0.19694,6894.83,0.58221,0.00324587,0.00324587,0.00324587
101,3568.63,0.7374,1.78598,1.21036,0.54575,0.95668,0.72116,0.70841,0.19814,6896.48,0.58233,0.00315572,0.00315572,0.00315572
102,3591.24,0.72955,1.76422,1.20818,0.54639,0.95701,0.72281,0.71015,0.19793,6892.34,0.5824,0.00306629,0.00306629,0.00306629
