epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.2793,0.84939,2.94759,1.64747,0.99097,0.98394,0.9933,0.86664,0.41883,13.5522,0.80763,0.00332151,0.00332151,0.00332151
2,67.5057,0.69237,2.65105,1.545,0.99362,0.98774,0.99412,0.86501,0.41979,13.7997,0.80289,0.00665421,0.00665421,0.00665421
3,103.206,0.70725,2.79873,1.55589,0.72003,0.92772,0.86399,0.7524,0.40931,4284.94,0.80512,0.00998437,0.00998437,0.00998437
4,138.644,0.7286,2.99973,1.56959,0.79329,0.94137,0.91824,0.80318,0.40324,2889.37,0.80082,0.00999141,0.00999141,0.00999141
5,174.176,0.73255,3.04637,1.5673,0.56276,0.92993,0.72361,0.61659,0.45184,7143.04,0.81782,0.00998474,0.00998474,0.00998474
6,209.548,0.73133,3.04481,1.56481,0.5564,0.94363,0.70312,0.60638,0.43296,7220.25,0.81576,0.00997616,0.00997616,0.00997616
7,245.324,0.73115,3.04501,1.57393,0.55158,0.93934,0.67624,0.58087,0.43897,7760.44,0.81428,0.00996569,0.00996569,0.00996569
8,280.947,0.73687,3.06596,1.58053,0.54892,0.94241,0.70612,0.59085,0.48584,7409.96,0.8299,0.00995332,0.00995332,0.00995332
9,316.169,0.72753,3.06614,1.57261,0.56652,0.93083,0.7418,0.61097,0.52385,7006.29,0.85707,0.00993906,0.00993906,0.00993906
10,351.649,0.71853,2.99662,1.56633,0.56215,0.93444,0.71095,0.60903,0.44784,7390.77,0.82629,0.00992291,0.00992291,0.00992291
11,387.36,0.70836,2.98824,1.56767,0.55922,0.94376,0.72745,0.66443,0.3107,7088.98,0.77877,0.00990489,0.00990489,0.00990489
12,423.115,0.71573,3.00027,1.57011,0.61268,0.92119,0.80027,0.76215,0.23795,6723.87,0.75748,0.00988499,0.00988499,0.00988499
13,457.934,0.70994,2.99287,1.5724,0.58064,0.9226,0.77473,0.72825,0.25413,6646.67,0.76542,0.00986323,0.00986323,0.00986323
14,493.314,0.70201,2.9523,1.56318,0.58897,0.91818,0.79004,0.70687,0.34771,7289.32,0.78643,0.00983962,0.00983962,0.00983962
15,528.293,0.70398,2.98723,1.56781,0.5727,0.92242,0.77931,0.69887,0.3375,7006.51,0.78567,0.00981415,0.00981415,0.00981415
16,563.851,0.69544,2.93356,1.5589,0.57875,0.94737,0.72954,0.67903,0.265,7265.99,0.75982,0.00978685,0.00978685,0.00978685
